tl,hanzi,frequency
tshing-huē-tsîm-kinn,清會蟳羹,12
tshing-thng-kóng-tōo,清湯廣肚,12
tshing-thng-iûnn-pâu,清湯洋鮑,12
tshing-thng-puî-kue,清湯肥雞,12
tshing-thng-puî-ah,清湯肥鴨,12
tshuan-thng-io-tsí,清湯腰子,12
tshing-thng-hê-uân,清湯蝦丸,12
tshuan-thng-he-jîn,清湯蝦仁,12
tshing-thng-tsîm-bah,清湯蟳肉,12
tshing-thng-hiunn-lê,清湯香螺,12
tshing-thng-hî-tshì,清湯魚翅,12
tshing-thng-hî-tōo,清湯魚肚,12
tshing-thng-hî-náu,清湯魚腦,12
tshuan-thng-pâu-tōo,清湯鮑肚,12
tshing-thng-pâu-hî,清湯鮑魚,12
tshuan-thng-siān-hî,清湯鱔魚,12
tshing-thng-ah-tsióng,清湯鴨掌,12
tshing-thng-kap-tàn,清湯鴿旦,12
tshing-thng-tsià-kôo,清湯鷓鴣,12
tshing-tun-tsuân-ah,清燉全鴨,12
tshing-tun-thuân-pih,清燉團鱉,12
tshing-tun-tsuí-kue,清燉水蛙,12
tshing-tun-hô-muâ,清燉河鰻,12
tshing-tun-pe̍h-kap,清燉白鴿,12
tshing-tun-iûnn-bah,清燉羊肉,12
tshing-tun-tsháu-hî,清燉草魚,12
kiám--khí-lâi,減起來,12
tse-tse-tái-tái,渣渣滓滓,12
thng-hé-thuí-mī,湯火腿麵,12
tsún-thê-hu̍t-tsóo,準提佛祖,12
tshū--tsi̍t-ē,滑一下,12
tih--lo̍h-lâi,滴落來,12
kún--tshut-lâi,滾出來,12
kún--khí-lâi,滾起來,12
muá-tshing-muá-bān,滿千滿萬,12
muá-tshuì-ìng-sîng,滿嘴應承,12
buán-tē-kim-tsînn,滿地金錢,12
muá-iûnn-ti̍t-kài,滿洋直蓋,12
muá-tsiok-sim-ì,滿足心意,12
gû-tsiâu-king-tho̍k,漁樵耕讀,12
phiò-hong-phiò-hōo,漂風漂雨,12
tshat-oo--ê,漆烏的,12
tsiām-ji̍p-ka-kíng,漸入佳境,12
ló-ló-tshó-tshó,潦潦草草,12
siap,澁,12
kik-tsi̍t-ki-tshuì,激一支嘴,12
kik-suí-bû-liû,激水無流,12
tsè-khún-hû-guî,濟窘扶危,12
sé-sò-ìng-tuì,灑掃應對,12
hé-suann-tē-ga̍k,火山地獄,12
hé-tsai-pó-hiám,火災保險,12
hé-thuànn-lâm-á,火炭楠仔,12
hé-thuànn-pê-á,火炭耙仔,12
hé-sio-oo-tsiam,火燒烏尖,12
hé-sio-koo-liâu,火燒罟寮,12
hé-thuí-tang-kue,火腿冬瓜,12
hé-thuí-pe̍h-tshài,火腿白菜,12
tsàu-kun-kong-sinn,灶君公生,12
tshá-pat-pó-tshài,炒八寶菜,12
tshá-iû-hî-kńg,炒尤魚捲,12
tshá-iû-hî-si,炒尤魚絲,12
tshá-pe̍h-kap-siông,炒白鴿崧,12
tshá-pe̍h-kap-phìnn,炒白鴿片,12
tshá-âng-tshòo-tsîm,炒紅醋蟳,12
tshá-iûnn-bah-phìnn,炒羊肉片,12
tshá-iûnn-bah-si,炒羊肉絲,12
tshá-tsháu-hî-phìnn,炒草魚片,12
tshá-liân-hî-phìnn,炒鰱魚片,12
tshá-tsià-koo-siông,炒鷓鴣崧,12
tsà-tē-kue-tsó,炸地瓜棗,12
kā-lâng-sàu-thiann,為人掃廳,12
uî-thai-tsì-tsioh,為胎質借,12
uî-hui-tsok-tái,為非作歹,12
oo-á-ba̍k-tsháu,烏仔目草,12
oo-ha̍p-tsi-tsiòng,烏合之眾,12
oo-hui-tsiong-kun,烏喙將軍,12
oo-tshuì-pit-á,烏嘴筆仔,12
oo-tuā-tshân-kôo,烏大田糊,12
oo-tsí-á-tshài,烏子仔菜,12
oo-liām-pe̍h-liām,烏念白念,12
oo-phah-pe̍h-phah,烏拍白拍,12
oo-àm-pe̍h-pāng,烏暗白唪,12
oo-àm-hîn-sua,烏暗眩痧,12
oo-khī-á-tshâ,烏柿仔柴,12
oo-khak-hue-lê,烏殼花螺,12
oo-khì-oo-khì,烏氣烏氣,12
oo-iû-àm-tshat,烏油暗漆,12
oo-phiò-iûnn-pòo,烏漂洋布,12
oo-lô-tsiap-tàng,烏濁汁凍,12
oo-ian-pe̍h-pāng,烏煙白傍,12
oo-phê-kiú-kiong,烏皮九芎,12
oo-kha-sai-lâm,烏腳西南,12
oo-hun-phōo-á,烏薰簿仔,12
oo-tah-pe̍h-tah,烏貼白貼,12
oo-nà-pe̍h-nà,烏電白電,12
oo-hui-thòo-tsáu,烏飛兔走,12
oo-kuí-á-kiánn,烏鬼仔子,12
oo-kuí-á-huan,烏鬼仔番,12
oo-hî-tuā-iann,烏魚大泱,12
oo-lóo-bo̍k-tsê,烏魯木齊,12
oo-lóo-pe̍h-lóo,烏魯白魯,12
oo-liông-tsióng-tê,烏龍種茶,12
oo-kui-tsá-sí,烏龜早死,12
oo-kui-té-miā,烏龜短命,12
bô-tsi̍t-ē-á,無一下仔,12
bô-hē-bô-lo̍h,無下無落,12
bô-tsú-ke-sîn,無主家神,12
bô-tāi-bô-tsì,無事無情,12
bô-sū-bô-kòo,無事無故,12
bô-sio̍h-bô-sio̍h,無俗無俗,12
bô-sio̍h-bô-lio̍h,無俗無略,12
bô-uan-bô-siû,無冤無仇,12
bô-hun-bô-hē,無分無會,12
bô-kong-bô-hāu,無功無效,12
bû-khó-nāi-hô,無可奈何,12
bû-bîng-siáu-tsut,無名小卒,12
bô-bī-bô-sòo,無味無數,12
bô-tshuì-bô-tsi̍h,無嘴無舌,12
bô-in-bô-tuan,無因無端,12
bô-in-tì-tuan,無因致端,12
bô-khám-bô-tsām,無坎無站,12
bô-tuā-bô-suè,無大無小,12
bô-thinn-bô-tuē,無天無地,12
bô-thian-bô-liông,無天無良,12
bû-kî-put-iú,無奇不有,12
bô-tāi-tit-uâ,無奈得何,12
bû-sí-bû-tsiong,無始無終,12
bô-khang-bô-sún,無孔無榫,12
bô-jī-thian-su,無字天書,12
bô-jī-bô-ba̍k,無字無墨,12
bô-tiānn-bô-tio̍h,無定無著,12
bô-tiunn-bô-tî,無張無持,12
bô-iánn-bô-iánn,無影無影,12
bô-tik-bô-tiānn,無得無定,12
bô-tsîng-bô-lí,無情無理,12
bû-ok-put-tsok,無惡不作,12
bô-ì-bô-ì,無意無意,12
bô-tánn-bô-sǹg,無打無算,12
bô-am-bô-khàm,無掩無蓋,12
bô-luî-bô-thuî,無擂無槌,12
bô-kiù-thian-tsun,無救天尊,12
bô-kà-bô-sī,無教無示,12
bô-tsám-bô-tsue̍h,無斬無截,12
bô-mî-bô-ji̍t,無暝無日,12
bô-ài-bô-māi,無曖無昧,12
bô-huat--i,無法--伊,12
bô-huat--tit,無法--得,12
bû-huat-bû-thian,無法無天,12
bû-huat-bû-tō,無法無度,12
bô-siau-bô-sit,無消無息,12
bô-lô--khì,無無去,12
bû-hū-bû-kun,無父無君,12
bô-gû-sái-bé,無牛使馬,12
bô-gî-bô-gōo,無疑無誤,12
bô-hûn-bô-iánn,無痕無影,12
bô-sua-bô-phuē,無砂無稗,12
bô-sîn-bô-tshái,無神無彩,12
bû-kiông-bû-tsīn,無窮無盡,12
bô-tsām-bô-tsat,無站無節,12
bô-tē-jī-kù,無第二句,12
bô-tshin-bô-tshik,無親無戚,12
bô-giân-bô-gú,無言無語,12
bô-kè-khó-si,無計可施,12
bô-tsong-bô-tsiah,無蹤無跡,12
bô-li̍k-suí-tsînn,無陸水錢,12
bû-lio̍k-suí-tsînn,無陸水錢,12
bô-im-bô-sìn,無音無信,12
bô-thâu-kong-àn,無頭公案,12
bô-thâu-thôo-hiunn,無頭土香,12
bô-thâu-bô-bé,無頭無尾,12
bô-hong-bô-iô,無風無搖,12
ian-á-thuî-khoo,煙仔槌箍,12
ian-á-hî-khoo,煙仔魚箍,12
tsiàu-hoo-tsiàu-kiânn,照呼照行,12
tsiàu-pē-se-thâu,照父梳頭,12
tsiàu-khí-tsiàu-kang,照紀照綱,12
tsiàu-bué-tsiàu-ta̍t,照買照值,12
tsiàu-bué-tsiàu-buē,照買照賣,12
tsiàu-tsia̍h-tsiàu-tsuè,照食照做,12
tsiàu-tsia̍h-tsiàu-phah,照食照拍,12
tsú-iû-tsīng-the̍h,煮油淨宅,12
tsú-pn̄g-pô-á,煮飯婆仔,12
si̍k-phê-gām-ānn,熟皮憨餡,12
sio̍k-lîng-sing-kháu,熟能生巧,12
sio̍k-tsha̍t-tshim-su,熟賊深思,12
ting-kiû-hé-pé,燈球火把,12
ting-nâ-á-hue,燈籃仔花,12
tūn-tsuí-tsinn-kue,燉水晶雞,12
sio-puànn-tshinn-si̍k,燒半青熟,12
sio-nuā-hé-thuí,燒爛火腿,12
pia̍k--tsi̍t-ē,爆一下,12
nuā-âu-tan-sa,爛喉癉痧,12
nuā-nuā-lok-lok,爛爛濃濃,12
tsing-thian-tua̍t-kok,爭天奪國,12
tsing-tshe-tua̍t-tiân,爭妻奪田,12
tsing-tit-niau-jî,爭得貓兒,12
pē-lāu-kiánn-iù,父老囝幼,12
pē-thâu-bú-kut,父頭母骨,12
iâ-ko-sià-ko,爺--哥舍--哥,12
gâ-kho-i-sing,牙科醫生,12
gê-jio̍k-lâng-tshng,牙肉膿瘡,12
gê-kuan-kín-pì,牙關緊閉,12
gû-khinn-tē-ga̍k,牛坑地獄,12
gû-sái-tsit-á,牛屎鯽仔,12
gû-sái-tsiáu-á,牛屎鳥仔,12
gû-ka-lak-á,牛枷轆仔,12
gû-bú-tsi-tshì,牛母芝刺,12
gû-bú-o-tsháu,牛母萵草,12
gû-iâ-bé-iâ,牛爺馬爺,12
gû-ba̍k-tsiu-ting,牛目睭燈,12
gû-siann-bé-kiò,牛聲馬叫,12
gû-siann-bé-háu,牛聲馬哮,12
gû-tōo-tsheh-á,牛肚冊仔,12
gû-kak-kóng-tshì,牛角管刺,12
gû-thâu-lio̍k-tsut,牛頭六卒,12
gû-phīnn-bé-ba̍k,牛鼻馬目,12
bóo-ing-tan-hue,牡英丹花,12
bu̍t-khin-ì-tiōng,物輕意重,12
khan-suann-puànn-nâ,牽山絆林,12
khan-tshé-ûn-khì,牽扯勻去,12
khian-tshé-ûn-khì,牽扯勻去,12
kan-kau-kè-khiah,牽溝過隙,12
khan-káu-lo̍h-thng,牽狗落湯,12
khan-kâu--ê,牽猴的,12
khan-phē-kah-kha,牽被蓋腳,12
khan-si-pui̍h-tiāu,牽詩拔調,12
hôo-ká-hóo-ui,狐假虎威,12
káu-hiann-káu-tī,狗兄狗弟,12
káu-kā-m̄-háu,狗咬不哮,12
káu-kā-sue-lâng,狗咬衰人,12
káu-thâu-phû-iông,狗頭芙蓉,12
kâu-kā-tn̄g-soh,猴咬斷索,12
kâu-san--á,猴山--仔,12
hôo-kûn-káu-tóng,猴群狗黨,12
kâu-kha-kâu-tshiú,猴腳猴手,12
hiàn-tsò-sì-hiàn,獻做四獻,12
hiân-thian-siōng-tè,玄天上帝,12
gi̍k-tsí-tshin-lîm,玉趾親臨,12
ông-put-liû-hîng,王不留行,12
ông-put-kiàn-ông,王不見王,12
ông-hiann-liú-tī,王兄柳弟,12
ông-ko-liú-ko,王哥柳哥,12
ông-sun-guân-suè,王孫元帥,12
ông-sī-ka-biō,王氏家廟,12
ông-tshin-kok-tshik,王親國戚,12
po-lê--tóo,玻璃堵,12
pan-bûn-lōng-hú,班門弄斧,12
hiān-tsuè-hiān-pò,現做現報,12
hiān-tsuè-hiān-kìnn,現做現見,12
hiān-bué-hiān-buē,現買現賣,12
hiān-thàn-hiān-tsia̍h,現趁現食,12
liû-liû-kiû-kiû,琉琉球球,12
khuân--khí-lâi,環--起來,12
kue-uân-pe̍h-tshài,瓜丸白菜,12
hiā-phìnn-á-tshù,瓦片仔厝,12
àng-lāi-tsáu-pih,甕內走鱉,12
àng-té-suí-ke,甕底水蛙,12
kam-pài-hā-hong,甘拜下風,12
kam-giân-kháu-gú,甘言巧語,12
kam-giân-bi̍t-gí,甘言蜜語,12
tinn-pat-pó-pn̄g,甜八寶飯,12
tinn-pat-kó-pn̄g,甜八果飯,12
tinn-bé-lâi-nî,甜尾梨泥,12
tinn-pínn-tāu-nî,甜扁豆泥,12
tinn-hīng-jîn-hū,甜杏仁腐,12
tinn-hīng-jîn-lōo,甜杏仁露,12
tinn-la̍t-tsí-nî,甜栗子泥,12
tinn-khuì-tinn-khuì,甜氣甜氣,12
tinn-tsa̍h-king-tsio,甜炸芎蕉,12
tinn-phê-kiâm-ānn,甜皮鹹餡,12
tinn-liân-tsí-nî,甜蓮子泥,12
tinn-giân-bi̍t-gú,甜言蜜語,12
sinn--tshut-lâi,生--出來,12
sing-put-tài-lâi,生不帶來,12
sing-put-jīn-hûn,生不認魂,12
sí-lâi-ua̍h-khì,生來活去,12
tshinn-tshòng-pe̍h-tshòng,生創白創,12
sing-tsûn-kīng-tsing,生存競爭,12
sing-kì-sú-kui,生寄死歸,12
tshinn-tsiam-kue-si̍t,生尖雞翼,12
sinn-nî-ge̍h-ji̍t,生年月日,12
sinn-sî-ji̍t-ge̍h,生時日月,12
tshinn-tsat-hê-piánn,生札蝦餅,12
sinn-ki-huat-hio̍h,生枝發葉,12
sinn-mn̂g-tsiong-kun,生毛將軍,12
tshinn-tshe-puî-kue,生炊肥雞,12
tshinn-tshá-bîng-hê,生炒明蝦,12
tshinn-tshá-iûnn-tōo,生炒羊肚,12
tshinn-tshá-bah-phìnn,生炒肉片,12
tshinn-tshá-bah-si,生炒肉絲,12
tshinn-tshá-tōo-tsiam,生炒肚尖,12
tshinn-tshá-tōo-phìnn,生炒肚片,12
tshinn-tshá-kuann-lîng,生炒肝朎,12
tshinn-tshá-hue-ki,生炒花枝,12
tshinn-tshá-hê-jîn,生炒蝦仁,12
tshinn-tshá-tsîm-bah,生炒蟳肉,12
tshinn-tshá-tshòo-bah,生炒醋肉,12
tshinn-tshá-kue-ting,生炒雞丁,12
tshinn-tshá-kue-phìnn,生炒雞片,12
tshinn-tshá-hiunn-lê,生炒香螺,12
tshinn-tshá-ah-phìnn,生炒鴨片,12
tshinn-tsà-kuann-lîng,生炸肝朎,12
tshinn-tsà-ōo-tsó,生炸芋棗,12
tshinn-tsà-hê-kńg,生炸蝦捲,12
tshinn-tsà-hê-soo,生炸蝦酥,12
sinn-bô-lâng-jīn,生無人認,12
tshinn-ut-puî-ke,生熨肥雞,12
tshinn-hun-hiunn-lê,生燻香螺,12
tshinn-kâu-kong-tshiū,生猴公樹,12
sing-sing-sè-sè,生生世世,12
sinn-tshng-phah-lāu,生瘡拍漏,12
sinn-hī-àng-á,生耳甕仔,12
sinn-kha-sinn-tshiú,生腳生手,12
sinn-giân-tsōng-gú,生言狀語,12
sinn-giân-tsō-gú,生言造語,12
sinn-tn̂g-miā-té,生長命短,12
tshinn-thâu-tshìn-bīn,生頭凊面,12
sinn-thâu-huat-bé,生頭發尾,12
sing-tshí-ji̍t-tsiòng,生齒日眾,12
sán-jî-tsè-hān,產兒制限,12
īng-khang-īng-lōo,用孔用路,12
īng-kuí-lia̍h-kuí,用鬼掠鬼,12
tshân-hn̂g-tshù-the̍h,田園厝宅,12
tshân-kah-hōo-phōo,田甲戶簿,12
tshân-ngōo-á-tsháu,田臥仔草,12
tshân-kap-á-ting,田蛤仔燈,12
tshân-kap-á-hî,田蛤仔魚,12
tiân-too-guân-suè,田都元帥,12
iû-tshián-ji̍p-tshim,由淺入深,12
lâm-jîn-lú-thé,男人女體,12
lâm-tò-lú-tsiànn,男倒女正,12
lâm-kuàn-lú-ke,男冠女笄,12
lâm-miā-bô-ké,男命無假,12
lâm-tuā-lú-iù,男大女幼,12
lâm-lú-ha̍p-ián,男女合演,12
lâm-hū-ló-iù,男婦老幼,12
lâm-tsun-lú-pi,男尊女卑,12
lâm-tsing-lú-hiat,男精女血,12
uì-siú-uì-bí,畏首畏尾,12
lâu--khǹg-teh,留藏得,12
huan-á-sàu-tshiú,番仔掃帚,12
huan-á-bo̍k-kue,番仔木瓜,12
huan-á-nâ-tâu,番仔林投,12
huan-á-láu-hio̍h,番仔荖葉,12
huan-á-hiunn-tsháu,番仔香草,12
huan-á-lîng-gíng,番仔龍眼,12
huan-huan-tian-tian,番番癲癲,12
uī-thinn-uī-tuē,畫天畫地,12
uī-ang--ê,畫尪--ê,12
uī-ang-á-ba̍k,畫尪仔目,12
uī-káu-bú-tsuâ,畫狗母蛇,12
uī-hue-sai-hū,畫花司阜,12
uā-siâ-thiam-tsiok,畫蛇添足,12
uī-tsuâ-thiam-tsiok,畫蛇添足,12
uā-piánn-tshiong-ki,畫餅充饑,12
uī-lîng-uī-hōng,畫龍畫鳳,12
īnn-khóo-tông-im,異口同音,12
tng-tann-pe̍h-ji̍t,當今白日,12
tng-nî-thàng-thinn,當年通天,12
tong-tiâu-it-phín,當朝一品,12
tng-ting-hé-hua,當燈火灰,12
tǹg-phê-tǹg-kut,當皮當骨,12
tǹg-phê-buē-kut,當皮賣骨,12
tng-thâu-tuì-bīn,當頭對面,12
tng-thâu-pe̍h-ji̍t,當頭白日,12
thia̍p--tsiânn-tui,疊成堆,12
tia̍p-tánn-i-sing,疊打醫生,12
thia̍p--khí-lâi,疊起來,12
sue,疏,12
sue-sàm-sue-sàm,疏散疏散,12
soo-tsâi-tiōng-gī,疏財重義,12
gî-sîn-gî-kuí,疑神疑鬼,12
tsín-tsú-jia̍t-tsìng,疹子熱症,12
pīng-ji̍p-ko-hong,病入膏肓,12
thâm-khì-kiat-hiong,痰氣結胸,12
thâm-nuā-pō-sàu,痰瀾暴嗽,12
tshi-su-bōng-sióng,痴思妄想,12
hong-thâm-pè-sim,瘋痰蔽心,12
sán-thiu-sán-thiu,瘦抽瘦抽,12
sán-ki-lo̍h-hio̍h,瘦枝落葉,12
sán-gû-kāu-jiō,瘦牛厚尿,12
sán-gû-sann-ue,瘦牛相挨,12
sán-giàn-sán-giàn,瘦癮瘦癮,12
sán-soh-sán-soh,瘦索瘦索,12
sán-kut-lo̍h-hio̍h,瘦骨落葉,12
thái-ko-nuā-lô,癩痼爛癆,12
huat-tsînn-niû-tuann,發錢糧單,12
pe̍h-ting-khiā-u,白丁豎紆,12
pe̍h-phànn-kut-siau,白冇骨硝,12
pe̍h-tshiat-puî-kue,白切肥雞,12
pe̍h-kóo-soo-hue,白古蘇花,12
pe̍h-tuā-tsîm-phìnn,白大蟳片,12
pe̍h-suann-han-tsî,白山蕃薯,12
pe̍h-phú-pe̍h-phú,白昲白昲,12
pe̍h-tōo-kuan-hue,白杜鵑花,12
pe̍h-kuì-kiok-hue,白桂菊花,12
pe̍h-sí-pe̍h-sí,白死白死,12
pe̍h-tsuí-gím-hue,白水錦花,12
pe̍h-sio-hî-tûn,白燒魚唇,12
pe̍h-sio-hî-tshì,白燒魚翅,12
pe̍h-phìnn-ti-bah,白片豬肉,12
pe̍h-phìnn-hiunn-lê,白片香螺,12
pe̍h-pe̍h-tsha̍t-tsha̍t,白白賊賊,12
pe̍h-ah-bú-tsháu,白益母草,12
pe̍h-tik-á-tsuá,白竹仔紙,12
pi̍k-ní-gī-kok,白耳義國,12
pe̍h-hue-á-tsháu,白花仔草,12
pe̍h-hue-á-tshài,白花仔菜,12
pe̍h-bi̍t-tshiū-m̂,白蜜樹梅,12
pe̍h-la̍h-ba̍k-la̍h,白蠟木蠟,12
pe̍h-kim-tún-á,白金盾仔,12
pe̍h-kue-sái-tîn,白雞屎藤,12
pe̍h-kue-iû-kū,白雞油舅,12
pe̍h-lōo-puî-kue,白露肥雞,12
pe̍h-lîng-tsûn-hue,白龍船花,12
pah-khiáu-pah-liáu,百巧百了,12
pik-khiáu-pik-liáu,百巧百了,12
pah-nî-hee-āu,百年歲後,12
pik-bû-jī-sam,百無二三,12
pah-kha-giâ-kang,百腳蜈蚣,12
phê-tsiūnn-kut-tsiūnn,皮癢骨癢,12
phî-phî--á,皮皮仔,12
û-lân-phûn-huē,盂蘭盆會,12
ik-sî-ik-ūn,益時益運,12
bîng-pē-bú-huē,盟父母會,12
tsīn-lin-bú-la̍t,盡奶母力,12
kam-sī-uân-póo,監視員補,12
puânn-sái-kè-ha̍k,盤屎過礐,12
puânn-thâu-hiû-kûn,盤頭裘裙,12
ba̍k-sái-lâu-kūn,目屎流近,12
bo̍k-bû-tsun-tióng,目無尊長,12
ba̍k-pe̍h-tsi̍h-thóo,目白舌吐,12
ti̍t-lān-bô-kiap,直玍無級,12
ti̍t-tn̂g-ti̍t-tōo,直腸直肚,12
ti̍t-tsháu-bô-ni,直草無拈,12
sann-teh-sann-tha̍h,相壓相疊,12
siong-an-bû-sū,相安無事,12
sann-ue-sann-khueh,相挨相夾,12
sann-kà-sann-kà,相教相教,12
sann-tsai--ê,相知的,12
sann-kīng-kha-tshng,相脛尻川,12
sann-thàn-sann-hán,相趁相喊,12
sann-liân-tì-tuà,相連蒂帶,12
siòng-tsia-siòng-hia,相遮相遐,12
sann-tîng-sann-tha̍h,相重相疊,12
siong-kuan-lióng-ì,相關兩意,12
sann-liâm-tì-tuà,相黏蒂帶,12
sann-tiám-sann-sut,相點相摔,12
bî-lâi-gán-khì,眉來眼去,12
khuànn-m̄-tsiūnn-ba̍k,看不上目,12
khuànn-tsîng-khuànn-āu,看前看後,12
khuànn-tshing-khuànn-bān,看千看萬,12
khuànn-suann--ê,看山--的,12
khuànn-ū-tsia̍h-bô,看有食無,12
khuànn-bô-ba̍k-tē,看無目地,12
khuànn-gû--ê,看牛--的,12
khuànn-thâu-khuànn-bé,看頭看尾,12
khuànn-kuán-tuā-iâ,看館大爺,12
khuann-bé-sio-that,看馬相踢,12
tsin-bīng-thian-tsú,真命天子,12
tsin-pún-tsin-lāi,真本真利,12
tsin-bú-tè-kun,真武帝君,12
tsin-bí-tsiànn-kànn,真米正酵,12
tsin-king-tsin-tshàm,真經真讖,12
tsin-tshó-lē-thuàn,真草隸篆,12
bîn--tsi̍t-ē,眠--一下,12
bîn-tshn̂g-ta̍h-táu,眠床踏斗,12
bîn-tshn̂g-thàu-ta̍h,眠床透踏,12
gán-tiong-bû-jîn,眼中無人,12
gán-tí-bû-jîn,眼底無人,12
gán-khe-i-sing,眼科醫生,12
gán-tsing-tshiú-khuài,眼精手快,12
tsiòng-tsì-sîng-sîng,眾志成城,12
tsiòng-sing-lóng-lóng,眾星朗朗,12
khùn--khí-lâi,睏--起來,12
khùn-sian-kong-bāng,睏仙公夢,12
khùn-sîng-hông-bāng,睏城隍夢,12
khùn-ji̍t--sî,睏日時,12
muâ-kuann-phiàn-sài,瞞官騙婿,12
nih-leh-nih-leh,瞬咧瞬咧,12
bâng-bâng-luān-luān,矇矇亂亂,12
bông-bông-biáu-biáu,矇矇渺渺,12
ti-tsí-tong-tsí,知止當止,12
ti-huat-phànn-huat,知法怕法,12
ti-huat-huān-huat,知法犯法,12
tsai-ba̍k-thâu-tāng,知目頭重,12
té-kóng-hue-lê,短管花螺,12
té-bi̍h-pa̍k-tshâ,短篾縛柴,12
ué-tǹg-ué-tǹg,矮擲矮擲,12
tsio̍h-teh-tē-ga̍k,石壓地獄,12
tsio̍h-tshun-ti̍k-khìng,石春特磬,12
tsio̍h-bō-á-sim,石磨仔心,12
tsio̍h-bō-á-kau,石磨仔鉤,12
tsio̍h-tshiu-ti̍k-khìng,石秋特磬,12
khám-tik-tsia-sún,砍竹遮筍,12
phuà-tshuì-phuà-tsi̍h,破嘴破舌,12
phuà-phuà-nuā-nuā,破破爛爛,12
phò-náu-siong-hong,破腦傷風,12
ngī-bé-hue-lê,硬尾花螺,12
tshuì-kut-hun-si,碎骨分屍,12
uánn-kim-koo-tsui,碗金鉤錐,12
kha̍p-lâi-kha̍p-khì,磕來磕去,12
buâ-sim-buâ-kuann,磨心磨肝,12
buâ-phê-buâ-kut,磨皮磨骨,12
tsóo-kong-ting-tài,祖公登戴,12
sîn-put-kiú-thîng,神不久停,12
sîn-tsú-thâu-á,神主頭仔,12
sîn-sian-tūn-ah,神仙燉鴨,12
sîn-phî-khì-kuàn,神疲氣倦,12
sîn-ú-jîn-tông,神與人同,12
sîn-su-ut-lu̍t,神荼鬱壘,12
sîn-piàn-bo̍k-tshik,神變莫測,12
sîn-lông-tāi-tè,神農大帝,12
tsè-kuann-tshâ-thâu,祭棺柴頭,12
tsè-sū-kong-gia̍p,祭祀公業,12
kìm-suann-kìm-hái,禁山禁海,12
lé-sóo-tong-jiân,禮所當然,12
lé-gī-liâm-thí,禮義廉恥,12
su-kháu-niû-tsoo,私口糧租,12
su-ng-su-iap,私掩私掩,12
su-siong-siū-siū,私相授受,12
tsîn-lôo-tshóo-kuán,秦樓楚館,12
î-huán-î-hok,移反移覆,12
î-san-tó-hái,移山倒海,12
î-san-tāi-tsiòng,移山大將,12
î-hō-tong-ngôo,移禍東吳,12
î-hong-i̍k-sio̍k,移風易俗,12
tshing-hông-tshing-tè,稱皇稱帝,12
tsik-siáu-sîng-to,積少成多,12
tsik-bî-uî-san,積微為山,12
tsik-kok-hông-ki,積穀防飢,12
è-miâ-è-siann,穢名穢聲,12
khang-tshuì-pōo-tsi̍h,空嘴哺舌,12
khang-pâng-tshut-sè,空房出稅,12
khong-luî-bû-ú,空雷無雨,12
tshīng-tsa̍p-sann-tshioh,穿十三尺,12
tshīng-gû-phê-sann,穿牛皮衫,12
tshīng-âng-kè-ang,穿紅嫁翁,12
kîng-tsioh-pù-hîng,窮借富還,12
kîng-kah-lâ-îng,窮合拉閒,12
tōo,竇,12
li̍p-á-thâu-sin,立仔頭辛,12
tiàm-suann-thâu-ke,站山頭家,12
kia̍t-tsīn-sim-li̍k,竭盡心力,12
tik-kóng-tò-tāu,竹管倒豆,12
tik-hong-lân-ú,竹風蘭雨,12
tshiàu-tiong-ū-to,笑中有刀,12
tshiàu-tiong-tsông-kiàm,笑中藏劍,12
tshiò-thâu-tshiò-bīn,笑頭笑面,12
tsháinn-tsháinn-tshuah-tshuah,筅筅掇掇,12
tán-lâng-kuē-lāu,等人快老,12
tap-ìng-kòo-sū,答應故事,12
khoo-tháng-sai-hū,箍桶司阜,12
sǹg-miā-sian-sinn,算命先生,12
sǹg-sî-sǹg-ji̍t,算時算日,12
suàn-tsin-jîn-pîn,算真人貧,12
lóo-lue̍h-ing-bō,箬笠纓帽,12
tsiat-guā-sing-ki,節外生枝,12
tsat-tsuí-the-ko,節水撐篙,12
tsat-hing-khám-kut,節胸坎骨,12
tsiam-á-thâu-tshah,簪仔頭插,12
tsînn-kháu-hu-jîn,簷口夫人,12
bí-tsú-tsiânn-pn̄g,米煮成飯,12
tshoo-tshuì-iá-táu,粗嘴野斗,12
tshoo-hu-sio̍k-tsú,粗夫俗子,12
tshoo-pa-lí-niau,粗巴裏貓,12
tshoo-bí-tshoo-pn̄g,粗米粗飯,12
tshoo-khng-á-hue,粗糠仔花,12
tshoo-kha-tshiah-tshiú,粗腳赤手,12
tshoo-kha-tāng-tshiú,粗腳重手,12
tsing-ik-kiû-tsing,精益求精,12
tsing-sîn-ba̍k-kia̍h,精神目揭,12
tsing-thâu-ba̍k-kia̍h,精頭目揭,12
hôo-liû-hôo-phiù,糊流糊彪,12
hôo-hôo-tôo-tôo,糊糊塗塗,12
hôo-lí-hôo-tôo,糊裡糊塗,12
thn̂g-tinn-bi̍t-tinn,糖甜蜜甜,12
thiò-tshut-tiah-ji̍p,糶出糴入,12
thiò-tiah--ê,糶糴的,12
iok-lâng-tsiânn-tsiânn,約人成成,12
âng-sam-tshit-tsháu,紅三七草,12
âng-uân-tshì-sim,紅丸刺參,12
âng-phànn-kut-siau,紅冇骨硝,12
âng-si̍p-jī-huē,紅十字會,12
âng-tshuì-oo-tshiu,紅嘴烏秋,12
